Timestamp,accelX(g),accelY(g),accelZ(g),accelUserX(g),accelUserY(g),accelUserZ(g),gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(m/s),TrueHeading,Alt(m), HorizontalAccuracy(m), VerticalAccuracy(m)
52:34.3,0.4333,-0.1869,-0.8742,0.2909,0.0212,0.0935,0.0582,0.2422,0.398,0.1461,0.2096,3.0038,49.737211,-123.098597,5.6516,340.5015,140.894272,10,3
52:34.4,0.3365,-0.1846,-0.9454,0.1971,0.03,0.0213,-0.0306,-0.0399,0.5689,0.1433,0.2163,3.0576,49.737211,-123.098597,5.6516,337.8439,140.894272,10,3
52:34.5,0.4097,-0.1806,-0.9049,0.2519,0.0463,0.0561,0.0516,0.3462,0.6013,0.1627,0.2289,3.119,49.737211,-123.098597,5.6516,334.3307,140.894272,10,3
52:34.6,0.3703,-0.2197,-0.9904,0.2187,0.0057,-0.028,-0.0435,0.1355,0.608,0.1562,0.2273,-3.0996,49.737211,-123.098597,5.6516,330.6346,140.894272,10,3
52:34.7,0.3739,-0.1691,-0.9148,0.2189,0.0551,0.0474,-0.1544,0.0232,0.5297,0.1597,0.2261,-3.0412,49.737211,-123.098597,5.6516,327.0957,140.894272,10,3
52:34.8,0.4097,-0.1338,-1.0002,0.2611,0.0851,-0.0358,0.0305,0.1719,0.4085,0.1529,0.2207,-3.0003,49.737211,-123.098597,5.6516,324.3281,140.894272,10,3
52:34.9,0.3344,-0.1629,-0.9263,0.1683,0.0653,0.0426,0.1317,0.306,0.5648,0.1589,0.2331,-2.9554,49.737211,-123.098597,5.6516,322.0854,140.894272,10,3
52:35.0,0.3502,-0.1758,-0.9789,0.2056,0.056,-0.0169,-0.0381,-0.1711,0.624,0.1492,0.234,-2.8854,49.737211,-123.098597,5.6516,318.3575,140.894272,10,3
52:35.1,0.5039,-0.1058,-0.9028,0.3573,0.129,0.0582,0.339,0.1652,0.4223,0.1514,0.2371,-2.8359,49.737211,-123.098597,5.6516,314.1675,140.894272,10,3
52:35.2,0.3418,-0.1726,-1.0355,0.2146,0.0675,-0.0731,-0.1524,-0.17,0.6325,0.1315,0.2425,-2.7873,49.737266,-123.098674,6.1175,311.696,140.887512,11.2,3
52:35.3,0.4242,-0.1791,-0.9049,0.2893,0.0821,0.0509,0.2,0.242,0.5721,0.1402,0.2643,-2.7279,49.737266,-123.098674,6.1175,307.8389,140.887512,11.2,3
52:35.4,0.3567,-0.1849,-0.93,0.2301,0.085,0.0246,-0.0368,-0.0983,0.3851,0.1318,0.2733,-2.6797,49.737266,-123.098674,6.1175,304.5858,140.887512,11.2,3
52:35.5,0.5219,-0.1835,-0.9324,0.3714,0.1334,0.0041,0.5408,0.2418,0.4183,0.1594,0.3224,-2.635,49.737266,-123.098674,6.1175,301.63,140.887512,11.2,3
52:35.6,0.4346,-0.2548,-1.0628,0.3191,0.0527,-0.1183,-0.445,-0.1235,0.7032,0.1217,0.3126,-2.5653,49.737266,-123.098674,6.1175,297.9673,140.887512,11.2,3
52:35.7,0.4605,-0.1305,-0.884,0.3734,0.1732,0.0647,0.0109,0.1807,0.6914,0.0916,0.3086,-2.4883,49.737266,-123.098674,6.1175,293.2589,140.887512,11.2,3
52:35.8,0.3748,-0.1675,-0.9437,0.296,0.1162,0.012,-0.3957,0.0104,0.5648,0.0822,0.2877,-2.4233,49.737266,-123.098674,6.1175,289.5562,140.887512,11.2,3
52:35.9,0.3148,-0.0002,-0.8799,0.2704,0.277,0.0799,-0.08,-0.1763,0.7649,0.0462,0.2809,-2.345,49.737266,-123.098674,6.1175,284.9021,140.887512,11.2,3
52:36.0,0.5157,-0.1911,-1.0507,0.4555,0.081,-0.0903,0.0285,0.4156,0.2417,0.0625,0.2755,-2.3162,49.737266,-123.098674,6.1175,283.817,140.887512,11.2,3
52:36.1,0.3795,-0.0723,-1.0845,0.3146,0.1857,-0.0899,-0.1854,0.652,0.5564,0.0658,0.2565,-2.2594,49.737266,-123.098674,6.1175,280.706,140.887512,11.2,3
52:36.2,0.5002,-0.1194,-1.0368,0.4285,0.1484,-0.076,0.0978,0.3488,0.3578,0.0745,0.2711,-2.2256,49.737267,-123.098815,7.008,278.1372,140.881821,13.6,3
52:36.3,0.478,-0.048,-0.9964,0.4393,0.2069,-0.0302,-0.1419,-0.125,0.7469,0.0401,0.2577,-2.1558,49.737267,-123.098815,7.008,274.5825,140.881821,13.6,3
52:36.4,0.3034,-0.166,-1.0683,0.2794,0.0905,-0.102,0.0558,0.1962,0.5954,0.0248,0.2594,-2.0766,49.737267,-123.098815,7.008,270.4842,140.881821,13.6,3
52:36.5,0.347,-0.027,-0.7645,0.358,0.2413,0.1988,0.2802,-0.2542,0.4411,-0.0115,0.2717,-2.0124,49.737267,-123.098815,7.008,265.331,140.881821,13.6,3
52:36.6,0.5004,-0.082,-1.1969,0.48,0.1619,-0.2274,-0.4265,0.5763,0.4376,0.0211,0.2465,-1.9618,49.737267,-123.098815,7.008,262.0903,140.881821,13.6,3
52:36.7,0.4105,-0.1096,-0.9802,0.3871,0.1613,-0.0179,0.4223,-0.0666,0.3927,0.0244,0.2743,-1.926,49.737267,-123.098815,7.008,260.6525,140.881821,13.6,3
52:36.8,0.3043,-0.0955,-0.9351,0.3041,0.1892,0.0567,0.2201,-0.0292,0.711,0.0035,0.2963,-1.8668,49.737267,-123.098815,7.008,256.681,140.881821,13.6,3
52:36.9,0.5066,-0.0078,-1.0619,0.4964,0.2698,-0.1012,-0.0489,0.254,0.7109,0.0106,0.2812,-1.7909,49.737267,-123.098815,7.008,252.4102,140.881821,13.6,3
52:37.0,0.6093,-0.2141,-1.0103,0.5995,0.0737,-0.0527,0.1277,0.3341,0.3332,0.0103,0.2919,-1.7472,49.737267,-123.098815,7.008,250.7757,140.881821,13.6,3
52:37.1,0.2656,0.0175,-0.9411,0.3303,0.2885,0.0193,-0.1411,-0.3939,1.0225,-0.0673,0.2745,-1.6449,49.737267,-123.098815,7.008,244.4578,140.881821,13.6,3
52:37.2,0.3464,-0.0888,-1.0731,0.4247,0.1895,-0.1158,0.0718,0.2833,0.6203,-0.0815,0.2821,-1.5714,49.737249,-123.098868,7.008,240.5436,140.907074,10,3
52:37.3,0.396,-0.208,-1.0032,0.4672,0.0824,-0.049,0.2043,0.2647,0.5177,-0.0744,0.2947,-1.5181,49.737249,-123.098868,7.008,237.5748,140.907074,10,3
52:37.4,0.3302,-0.0897,-0.9945,0.4109,0.1868,-0.0369,-0.0586,0.0474,0.7369,-0.0841,0.2802,-1.4379,49.737249,-123.098868,7.008,232.0594,140.907074,10,3
52:37.5,0.5102,-0.1591,-0.8956,0.5867,0.1071,0.0652,-0.0924,0.1757,0.48,-0.0795,0.2694,-1.3842,49.737249,-123.098868,7.008,228.8684,140.907074,10,3
52:37.6,0.3673,-0.0224,-1.0203,0.4402,0.1913,-0.0355,-0.2703,0.3163,0.9738,-0.0741,0.2391,-1.3006,49.737249,-123.098868,7.008,224.2487,140.907074,10,3
52:37.7,0.5012,-0.0733,-1.0303,0.5494,0.1458,-0.0557,-0.009,0.3242,0.3876,-0.0494,0.2209,-1.2461,49.737249,-123.098868,7.008,221.2922,140.907074,10,3
52:37.8,0.3879,-0.1367,-0.9178,0.4473,0.0917,0.054,0.089,-0.126,0.5494,-0.0611,0.2305,-1.1961,49.737249,-123.098868,7.008,219.0077,140.907074,10,3
52:37.9,0.3945,-0.0963,-0.9556,0.4666,0.1278,0.0163,0.0153,0.1695,0.6134,-0.0741,0.226,-1.133,49.737249,-123.098868,7.008,215.5225,140.907074,10,3
52:38.0,0.5029,-0.0836,-1.0262,0.5632,0.1175,-0.0485,-0.2698,0.3157,0.5777,-0.0616,0.2025,-1.0745,49.737249,-123.098868,7.008,212.0164,140.907074,10,3
52:38.1,0.4956,-0.0882,-0.9398,0.5562,0.1039,0.0398,-0.0616,0.1994,0.5975,-0.0618,0.1933,-1.0166,49.737249,-123.098868,7.008,208.8567,140.907074,10,3
52:38.2,0.4184,-0.0411,-0.9174,0.4973,0.1427,0.0623,-0.0917,-0.0696,0.7236,-0.0804,0.1849,-0.9483,49.737157,-123.098925,6.7421,204.2368,140.90239,6,3
52:38.3,0.4444,-0.0817,-1.0669,0.5264,0.1113,-0.0619,-0.0103,0.0113,0.5574,-0.0843,0.1773,-0.8894,49.737157,-123.098925,6.7421,200.5461,140.90239,6,3
52:38.4,0.4651,-0.1008,-0.9526,0.5598,0.0826,-0.0083,0.1809,-0.1044,0.494,-0.095,0.1834,-0.832,49.737157,-123.098925,6.7421,197.2338,140.90239,6,3
52:38.5,0.5052,-0.0964,-0.97,0.6126,0.0874,0.007,0.0653,0.0753,0.6868,-0.1095,0.1849,-0.7607,49.737157,-123.098925,6.7421,193.5413,140.90239,6,3
52:38.6,0.4476,-0.0988,-1.0386,0.5826,0.0808,-0.0642,0.045,0.0285,0.6909,-0.1377,0.1805,-0.6869,49.737157,-123.098925,6.7421,190.2874,140.90239,6,3
52:38.7,0.3914,-0.078,-0.978,0.5423,0.0994,-0.0054,-0.0746,0.1667,0.7234,-0.1539,0.1784,-0.6156,49.737157,-123.098925,6.7421,185.9767,140.90239,6,3
52:38.8,0.4983,-0.1334,-1.0126,0.6356,0.0473,-0.0387,0.1518,0.2319,0.6638,-0.14,0.1818,-0.5546,49.737157,-123.098925,6.7421,182.749,140.90239,6,3
52:38.9,0.4373,-0.0494,-1.065,0.578,0.1167,-0.0889,-0.0095,0.0728,0.7476,-0.1431,0.1669,-0.4812,49.737157,-123.098925,6.7421,177.4191,140.90239,6,3
52:39.0,0.3643,-0.1592,-0.9781,0.5193,0.0275,-0.008,0.2769,-0.0432,0.5657,-0.1585,0.1878,-0.4231,49.737157,-123.098925,6.7421,174.1799,140.90239,6,3
52:39.1,0.3854,-0.0603,-0.9017,0.5545,0.1212,0.067,0.077,-0.109,0.716,-0.1729,0.1825,-0.3536,49.737157,-123.098925,6.7421,171.0343,140.90239,6,3
52:39.2,0.5103,-0.1294,-1.0203,0.6577,0.0398,-0.0458,-0.1353,0.2217,0.6179,-0.1502,0.17,-0.3015,49.737083,-123.098889,6.495,168.0539,140.895676,6,3
52:39.3,0.4565,-0.0763,-1.0959,0.5956,0.0765,-0.1175,-0.0286,0.1593,0.7052,-0.1412,0.1534,-0.2349,49.737083,-123.098889,6.495,163.1512,140.895676,6,3
52:39.4,0.394,-0.1638,-0.9597,0.5402,-0.0035,0.0165,0.2044,-0.0264,0.4451,-0.1487,0.161,-0.184,49.737083,-123.098889,6.495,159.9881,140.895676,6,3
52:39.5,0.3101,-0.104,-0.8985,0.4713,0.0562,0.0754,0.0845,-0.0474,0.7344,-0.1641,0.1609,-0.1162,49.737083,-123.098889,6.495,156.2175,140.895676,6,3
52:39.6,0.4998,-0.0986,-1.0067,0.6312,0.0493,-0.0264,-0.0552,0.4378,0.6026,-0.1332,0.1485,-0.057,49.737083,-123.098889,6.495,152.6307,140.895676,6,3
52:39.7,0.5414,-0.1517,-1.0417,0.6407,-0.0191,-0.0555,-0.0744,0.3805,0.5715,-0.1004,0.1329,0.0002,49.737083,-123.098889,6.495,149.4754,140.895676,6,3
52:39.8,0.4906,-0.098,-1.0423,0.5798,0.0212,-0.0534,-0.1332,0.2564,0.6799,-0.09,0.1195,0.0669,49.737083,-123.098889,6.495,145.6837,140.895676,6,3
52:39.9,0.4532,-0.185,-0.8185,0.5609,-0.0566,0.1674,0.1754,-0.0945,0.6018,-0.1088,0.1287,0.1259,49.737083,-123.098889,6.495,142.5468,140.895676,6,3
52:40.0,0.4314,-0.1265,-1.0576,0.5417,-0.0261,-0.0688,-0.3064,-0.0361,0.838,-0.1111,0.1006,0.2041,49.737083,-123.098889,6.495,138.2195,140.895676,6,3
52:40.1,0.3537,-0.1478,-0.9127,0.4736,-0.042,0.0745,0.1863,-0.0433,0.428,-0.1209,0.1059,0.2593,49.737083,-123.098889,6.495,134.7976,140.895676,6,3
52:40.2,0.4266,-0.1042,-0.9703,0.5492,-0.011,0.0178,-0.1183,-0.0341,0.68,-0.1234,0.0934,0.314,49.737046,-123.098808,6.7421,131.9739,140.889557,6,3
52:40.3,0.4434,-0.1331,-0.8618,0.5616,-0.0411,0.1269,0.0901,0.1499,0.5066,-0.119,0.0921,0.3639,49.737046,-123.098808,6.7421,128.9937,140.889557,6,3
52:40.4,0.4036,-0.162,-1.0619,0.5111,-0.0868,-0.0505,-0.1258,0.2617,0.6757,-0.0985,0.0766,0.4253,49.737046,-123.098808,6.7421,125.5799,140.889557,6,3
52:40.5,0.3663,-0.168,-0.8563,0.47,-0.0884,0.1351,0.1883,-0.063,0.5059,-0.1042,0.0797,0.4834,49.737046,-123.098808,6.7421,121.9582,140.889557,6,3
52:40.6,0.3814,-0.1472,-1.0431,0.4692,-0.0859,-0.0489,-0.2454,0.2562,0.7237,-0.088,0.0613,0.5483,49.737046,-123.098808,6.7421,119.2738,140.889557,6,3
52:40.7,0.4364,-0.1206,-0.9401,0.5189,-0.0656,0.055,0.0228,0.0356,0.5767,-0.0827,0.0551,0.6044,49.737046,-123.098808,6.7421,115.7787,140.889557,6,3
52:40.8,0.3535,-0.1384,-0.952,0.4327,-0.0849,0.0434,0.0217,0.144,0.5995,-0.0794,0.0535,0.6611,49.737046,-123.098808,6.7421,112.6684,140.889557,6,3
52:40.9,0.3881,-0.1232,-0.9776,0.4592,-0.0743,0.0187,-0.0092,0.0698,0.564,-0.0712,0.0489,0.7227,49.737046,-123.098808,6.7421,108.0425,140.889557,6,3
52:41.0,0.4922,-0.1947,-0.9658,0.5483,-0.1479,0.0323,0.01,0.2379,0.572,-0.0536,0.0487,0.7738,49.737046,-123.098808,6.7421,105.0746,140.889557,6,3
52:41.1,0.3325,-0.1972,-0.9902,0.4154,-0.1635,0.0126,0.0386,0.0259,0.7614,-0.0452,0.0441,0.843,49.737046,-123.098808,6.7421,101.2368,140.889557,6,3
52:41.2,0.4199,-0.1288,-0.9735,0.4564,-0.0839,0.0248,0.1254,-0.0341,0.4899,-0.0366,0.0449,0.904,49.737048,-123.098669,6.4712,98.3323,140.884171,6,3
52:41.3,0.4232,-0.1222,-0.9763,0.4585,-0.0785,0.0221,-0.0563,0.0862,0.6569,-0.0354,0.0437,0.9628,49.737048,-123.098669,6.4712,93.7434,140.884171,6,3
52:41.4,0.4097,-0.1597,-0.8963,0.4454,-0.1108,0.1019,0.1563,-0.0516,0.5539,-0.0357,0.0489,1.0169,49.737048,-123.098669,6.4712,90.2868,140.884171,6,3
52:41.5,0.2787,-0.0984,-1.0835,0.3108,-0.0543,-0.085,-0.0896,0.1033,0.8235,-0.0321,0.0442,1.091,49.737048,-123.098669,6.4712,85.9489,140.884171,6,3
52:41.6,0.4979,-0.212,-0.9493,0.5143,-0.1546,0.0489,0.288,0.158,0.228,-0.0164,0.0574,1.1283,49.737048,-123.098669,6.4712,83.4607,140.884171,6,3
52:41.7,0.3612,-0.1565,-0.9532,0.3687,-0.101,0.0452,-0.1057,0.1328,0.8589,-0.0075,0.0555,1.1981,49.737048,-123.098669,6.4712,79.6941,140.884171,6,3
52:41.8,0.4239,-0.1258,-0.9944,0.4139,-0.0756,0.0043,-0.0659,0.2303,0.5912,0.01,0.0502,1.2636,49.737048,-123.098669,6.4712,75.6303,140.884171,6,3
52:41.9,0.4998,-0.2052,-0.982,0.4717,-0.1545,0.0163,0.0025,0.2391,0.5496,0.0281,0.0507,1.3174,49.737048,-123.098669,6.4712,72.7545,140.884171,6,3
52:42.0,0.3073,-0.1429,-0.9169,0.2871,-0.0826,0.0811,0.0439,0.0375,0.7763,0.0203,0.0603,1.3885,49.737048,-123.098669,6.4712,69.0647,140.884171,6,3
52:42.1,0.3942,-0.1422,-1.0455,0.3621,-0.0887,-0.0475,-0.1491,0.157,0.5824,0.0322,0.0534,1.4496,49.737048,-123.098669,6.4712,65.6116,140.884171,6,3
52:42.2,0.4447,-0.192,-0.994,0.4,-0.1309,0.0032,0.0655,0.1913,0.5281,0.0448,0.0611,1.5004,49.737094,-123.098602,6.9437,63.1373,140.879425,6,3
52:42.3,0.4117,-0.1375,-0.9594,0.3614,-0.0696,0.037,0.0718,0.0534,0.6162,0.0504,0.068,1.5621,49.737094,-123.098602,6.9437,59.3863,140.879425,6,3
52:42.4,0.47,-0.2239,-0.8808,0.4089,-0.138,0.1137,0.1477,0.2228,0.5848,0.0614,0.086,1.6173,49.737094,-123.098602,6.9437,56.3593,140.879425,6,3
52:42.5,0.4242,-0.1983,-1.0129,0.3386,-0.1091,-0.0205,-0.0595,0.3608,0.6558,0.086,0.0893,1.6865,49.737094,-123.098602,6.9437,53.1241,140.879425,6,3
52:42.6,0.3512,-0.1873,-1.0955,0.2612,-0.093,-0.104,-0.0596,0.2328,0.7034,0.0905,0.0944,1.7514,49.737094,-123.098602,6.9437,48.4394,140.879425,6,3
52:42.7,0.4469,-0.2211,-1.0414,0.3509,-0.115,-0.0517,0.0698,0.2606,0.5027,0.0967,0.1063,1.7988,49.737094,-123.098602,6.9437,45.5486,140.879425,6,3
52:42.8,0.5057,-0.2468,-0.8856,0.4106,-0.1272,0.1027,0.1168,0.0358,0.5468,0.0959,0.1198,1.8501,49.737094,-123.098602,6.9437,42.7209,140.879425,6,3
52:42.9,0.3427,-0.1559,-0.9049,0.2547,-0.0276,0.0829,-0.0234,0.0523,0.8009,0.0888,0.1287,1.9247,49.737094,-123.098602,6.9437,38.6258,140.879425,6,3
52:43.0,0.4397,-0.2597,-1.1116,0.3346,-0.1366,-0.1248,-0.1105,0.3028,0.4207,0.1061,0.1234,1.974,49.737094,-123.098602,6.9437,36.0007,140.879425,6,3
52:43.1,0.3955,-0.2589,-1.0377,0.3019,-0.1209,-0.0517,0.1008,-0.0077,0.5274,0.0946,0.1385,2.0197,49.737094,-123.098602,6.9437,33.6611,140.879425,6,3
52:43.2,0.3121,-0.1994,-1.0117,0.2381,-0.0516,-0.0254,0.0399,-0.042,0.5732,0.0749,0.1484,2.0753,49.737132,-123.098582,6.4712,30.6343,140.875244,10.6,3
52:43.3,0.3924,-0.2471,-0.8404,0.336,-0.0865,0.145,0.1671,-0.0708,0.4065,0.0572,0.1613,2.1196,49.737132,-123.098582,6.4712,27.7898,140.875244,10.6,3
52:43.4,0.2855,-0.1854,-0.951,0.235,-0.0261,0.0349,-0.1055,0.0561,0.7049,0.0512,0.1599,2.1871,49.737132,-123.098582,6.4712,23.5001,140.875244,10.6,3
52:43.5,0.3089,-0.2166,-1.0541,0.2591,-0.059,-0.0679,-0.0166,0.0905,0.4872,0.0504,0.1583,2.241,49.737132,-123.098582,6.4712,20.0713,140.875244,10.6,3
52:43.6,0.2705,-0.236,-0.9482,0.2351,-0.0722,0.0334,0.0121,0.0729,0.5693,0.038,0.1669,2.2936,49.737132,-123.098582,6.4712,17.2201,140.875244,10.6,3
52:43.7,0.2457,-0.2453,-0.9519,0.2097,-0.08,0.0337,-0.0402,0.0668,0.5341,0.0366,0.166,2.347,49.737132,-123.098582,6.4712,14.1434,140.875244,10.6,3
52:43.8,0.2371,-0.1853,-0.8955,0.21,-0.0275,0.0916,-0.0583,-0.1437,0.4981,0.0275,0.1584,2.3987,49.737132,-123.098582,6.4712,10.8903,140.875244,10.6,3
52:43.9,0.1787,-0.1372,-0.9888,0.1404,0.0216,0.0061,-0.1149,0.1488,0.5333,0.0323,0.156,2.4437,49.737132,-123.098582,6.4712,8.2763,140.875244,10.6,3
52:44.0,0.3772,-0.2466,-0.92,0.3382,-0.0928,0.0673,0.0358,0.1529,0.3742,0.0395,0.1544,2.4828,49.737132,-123.098582,6.4712,6.2246,140.875244,10.6,3
52:44.1,0.1786,-0.1031,-1.0403,0.1344,0.0378,-0.0512,-0.22,0.1657,0.89,0.0447,0.1414,2.5641,49.737132,-123.098582,6.4712,1.9143,140.875244,10.6,3
52:44.2,0.3345,-0.1772,-0.9359,0.287,-0.0309,0.0522,0.1598,0.0471,0.2724,0.048,0.1467,2.606,49.737211,-123.098597,6.3346,359.2704,140.871552,11.8,3
52:44.3,0.1519,-0.1389,-0.9453,0.1172,0.0154,0.0421,-0.0437,0.0012,0.8029,0.0351,0.1549,2.6726,49.737211,-123.098597,6.3346,355.6483,140.871552,11.8,3
52:44.4,0.2372,-0.0977,-1.0245,0.1894,0.0829,-0.0584,0.0688,-0.0275,0.4622,0.0275,0.1578,2.7287,49.737211,-123.098597,6.3346,351.6957,140.871552,11.8,3
52:44.5,0.326,-0.2346,-0.9609,0.2985,-0.062,0.0237,0.0998,0.1205,0.4424,0.0279,0.1735,2.7675,49.737211,-123.098597,6.3346,350.4991,140.871552,11.8,3
52:44.6,0.2589,-0.1389,-1.0109,0.2222,0.0296,-0.0259,-0.0574,0.1661,0.6487,0.0373,0.1693,2.8329,49.737211,-123.098597,6.3346,347.1191,140.871552,11.8,3
52:44.7,0.2267,-0.1221,-1.0049,0.1915,0.0475,-0.02,0.0089,0.0802,0.6014,0.0358,0.1704,2.8935,49.737211,-123.098597,6.3346,343.476,140.871552,11.8,3
52:44.8,0.2553,-0.083,-0.9879,0.2259,0.0883,-0.0031,-0.0146,0.0632,0.6013,0.0299,0.1722,2.9513,49.737211,-123.098597,6.3346,340.0513,140.871552,11.8,3
52:44.9,0.3279,-0.1842,-0.8926,0.2937,-0.004,0.0904,0.117,0.1325,0.3934,0.0348,0.1812,2.9929,49.737211,-123.098597,6.3346,337.3604,140.871552,11.8,3
52:45.0,0.2582,-0.1095,-1.004,0.2145,0.0684,-0.0209,-0.0639,0.2136,0.7108,0.0444,0.1788,3.0621,49.737211,-123.098597,6.3346,333.0128,140.871552,11.8,3
52:45.1,0.2259,-0.1461,-1.0417,0.1802,0.0342,-0.0592,0.0313,0.1112,0.5791,0.0464,0.1813,3.1231,49.737211,-123.098597,6.3346,329.3581,140.871552,11.8,3
52:45.2,0.3,-0.1651,-0.9067,0.2613,0.0214,0.075,0.0571,-0.0574,0.4728,0.0394,0.1875,-3.1092,49.737245,-123.098624,6.3346,326.3244,140.868286,6,3
52:45.3,0.281,-0.1183,-0.9896,0.2373,0.0649,-0.0075,-0.0809,0.2042,0.6872,0.0445,0.1842,-3.0439,49.737245,-123.098624,6.3346,322.6855,140.868286,6,3
52:45.4,0.346,-0.1671,-1.0142,0.296,0.0123,-0.0317,0.0091,0.1386,0.4468,0.0508,0.1803,-2.9873,49.737245,-123.098624,6.3346,319.9048,140.868286,6,3
52:45.5,0.2158,-0.0744,-0.9006,0.1845,0.1142,0.0809,0.0952,-0.1184,0.6936,0.0319,0.1897,-2.9167,49.737245,-123.098624,6.3346,315.1061,140.868286,6,3
52:45.6,0.2404,-0.0736,-1.0744,0.2019,0.1184,-0.0938,-0.0243,0.2704,0.6501,0.0392,0.1932,-2.8555,49.737245,-123.098624,6.3346,311.4478,140.868286,6,3
52:45.7,0.4569,-0.1735,-0.9187,0.4098,0.0278,0.0597,0.1138,0.0702,0.3291,0.0481,0.2027,-2.8172,49.737245,-123.098624,6.3346,308.9948,140.868286,6,3
52:45.8,0.2495,-0.159,-1.0514,0.2177,0.0272,-0.0615,-0.1409,0.3883,0.8459,0.0577,0.2069,-2.7498,49.737245,-123.098624,6.3346,305.4707,140.868286,6,3
52:45.9,0.3285,-0.1393,-0.9504,0.2786,0.0653,0.0272,0.0549,0.0022,0.4751,0.051,0.2061,-2.6791,49.737245,-123.098624,6.3346,301.2737,140.868286,6,3
52:46.0,0.3914,-0.119,-1.0519,0.323,0.0923,-0.0769,0.0604,0.403,0.3826,0.0701,0.2129,-2.6318,49.737245,-123.098624,6.3346,298.2905,140.868286,6,3
52:46.1,0.3668,-0.1244,-0.8991,0.3122,0.0982,0.0743,0.1137,-0.1625,0.4372,0.056,0.2245,-2.5897,49.737245,-123.098624,6.3346,295.9968,140.868286,6,3
52:46.2,0.3135,-0.0707,-0.9687,0.2585,0.1532,0.0043,-0.1015,0.239,0.8945,0.0564,0.2259,-2.5154,49.737272,-123.098707,6.5714,292.2249,140.871246,6,3
52:46.3,0.4499,-0.1203,-1.0231,0.3801,0.1095,-0.0599,-0.0296,0.2002,0.6392,0.0703,0.224,-2.4527,49.737272,-123.098707,6.5714,288.019,140.871246,6,3
52:46.4,0.4417,-0.093,-0.984,0.369,0.1358,-0.0132,0.0515,0.1201,0.6816,0.0748,0.2308,-2.3881,49.737272,-123.098707,6.5714,284.4572,140.871246,6,3
52:46.5,0.3767,-0.11,-0.8474,0.3145,0.1371,0.1196,0.2182,0.0753,0.5213,0.0643,0.2497,-2.3342,49.737272,-123.098707,6.5714,281.2162,140.871246,6,3
52:46.6,0.3899,-0.0962,-1.0517,0.3201,0.1479,-0.0844,-0.1234,0.378,0.4732,0.072,0.2466,-2.2767,49.737272,-123.098707,6.5714,277.6536,140.871246,6,3
52:46.7,0.4109,-0.1827,-0.9867,0.3424,0.0671,-0.0208,0.0176,0.0683,0.4561,0.0707,0.2524,-2.2337,49.737272,-123.098707,6.5714,276.1881,140.871246,6,3
52:46.8,0.4746,-0.167,-0.9085,0.4083,0.0885,0.0561,0.0987,0.1332,0.4596,0.0686,0.2583,-2.1782,49.737272,-123.098707,6.5714,273.0063,140.871246,6,3
52:46.9,0.4356,-0.116,-1.0429,0.347,0.122,-0.0789,-0.2837,0.2176,0.604,0.0711,0.243,-2.114,49.737272,-123.098707,6.5714,269.5367,140.871246,6,3
52:47.0,0.4267,-0.0764,-0.8011,0.3776,0.1733,0.166,0.104,-0.1203,0.4843,0.0508,0.2523,-2.0602,49.737272,-123.098707,6.5714,266.3676,140.871246,6,3
52:47.1,0.3868,-0.1224,-0.9614,0.3422,0.1227,0.0071,-0.1546,0.0381,0.6952,0.046,0.2476,-2.0024,49.737272,-123.098707,6.5714,264.1585,140.871246,6,3
52:47.2,0.4743,-0.0876,-0.9567,0.4418,0.1473,0.0147,0.0593,-0.1442,0.4009,0.0334,0.2372,-1.9429,49.73726,-123.098843,6.939,259.5311,140.961197,11.6,3
52:47.3,0.4299,-0.0568,-0.9949,0.4113,0.1789,-0.0233,-0.1556,0.1599,0.6273,0.0191,0.2379,-1.8816,49.73726,-123.098843,6.939,257.0598,140.961197,11.6,3
52:47.4,0.4264,-0.1157,-1.0413,0.4157,0.1246,-0.0707,0.0709,0.0615,0.5255,0.0111,0.2427,-1.8248,49.73726,-123.098843,6.939,253.4446,140.961197,11.6,3
52:47.5,0.3409,-0.1291,-0.8477,0.3577,0.136,0.1164,0.2533,-0.1259,0.6807,-0.0174,0.2683,-1.7612,49.73726,-123.098843,6.939,249.3679,140.961197,11.6,3
52:47.6,0.3324,-0.0979,-1.1526,0.3582,0.1484,-0.1838,-0.2488,0.1458,0.8461,-0.0266,0.2489,-1.6771,49.73726,-123.098843,6.939,244.4743,140.961197,11.6,3
52:47.7,0.5344,-0.1899,-0.9534,0.5496,0.0623,0.0141,0.2112,0.2502,0.1343,-0.0157,0.255,-1.6464,49.73726,-123.098843,6.939,242.2471,140.961197,11.6,3
52:47.8,0.3299,-0.0526,-0.7664,0.3675,0.1967,0.2013,-0.05,-0.2374,0.6793,-0.0389,0.2519,-1.5875,49.73726,-123.098843,6.939,239.2567,140.961197,11.6,3
52:47.9,0.3081,-0.0174,-1.0179,0.355,0.2174,-0.047,-0.1098,0.0169,0.6898,-0.0482,0.237,-1.5201,49.73726,-123.098843,6.939,235.3318,140.961197,11.6,3
52:48.0,0.4828,-0.1172,-1.023,0.5229,0.1211,-0.0527,0.1542,0.1138,0.4841,-0.0413,0.2407,-1.471,49.73726,-123.098843,6.939,232.3621,140.961197,11.6,3
52:48.1,0.3541,-0.1096,-0.9806,0.4004,0.128,-0.0104,-0.001,0.1117,0.8236,-0.0477,0.2399,-1.4015,49.73726,-123.098843,6.939,228.8992,140.961197,11.6,3
